ags,name,land,lat,long
07111000,Koblenz,Rheinland-Pfalz,50.348520852325095,7.579527958374553
07131066,Quiddelbach,Rheinland-Pfalz,50.34895229140157,6.936505831475521
07132010,Bitzen,Rheinland-Pfalz,50.79013089185671,7.69494844502954
07132038,Fürthen,Rheinland-Pfalz,50.781751215429004,7.672186384240778
07132077,Niederirsen,Rheinland-Pfalz,50.75658243908131,7.603538511188421
07132009,Birnbach,Rheinland-Pfalz,50.706495603405365,7.581862583984099
07132052,Hilgenroth,Rheinland-Pfalz,50.73566458669704,7.655758267443006
07133078,Pfaffen-Schwabenheim,Rheinland-Pfalz,49.85119190503444,7.947767202158181
07133036,Gutenberg,Rheinland-Pfalz,49.88008666859814,7.805875983384562
07133044,Hergenfeld,Rheinland-Pfalz,49.9126584713397,7.743052134951036
07133098,Sommerloch,Rheinland-Pfalz,49.87853611304933,7.753266567275023
07133081,Raumbach,Rheinland-Pfalz,49.729126080846534,7.650746377369797
07133091,Schöneberg,Rheinland-Pfalz,49.928119315992355,7.740345869818555
07133103,Stromberg,Rheinland-Pfalz,49.942843017330134,7.769448083599631
07134063,Oberhambach,Rheinland-Pfalz,49.69014190336686,7.148544658091028
07134009,Berschweiler bei Kirn,Rheinland-Pfalz,49.76690457066531,7.388815824488062
07135020,Cochem,Rheinland-Pfalz,50.14495104909419,7.161776525250651
07135029,Faid,Rheinland-Pfalz,50.15076694626893,7.114084360680363
07135056,Lütz,Rheinland-Pfalz,50.159268690949105,7.360866873849585
07135016,Brohl,Rheinland-Pfalz,50.21418208268743,7.280761996316987
07135057,Lutzerath,Rheinland-Pfalz,50.120373024966675,7.011859330703205
07135064,Moritzheim,Rheinland-Pfalz,50.0556254710955,7.251009359123512
07137056,Kretz,Rheinland-Pfalz,50.39646954744919,7.364484614584673
07137027,Gappenach,Rheinland-Pfalz,50.279408042758114,7.345841737148739
07137048,Kerben,Rheinland-Pfalz,50.31156250720263,7.368257382240684
07137092,Reudelsterz,Rheinland-Pfalz,50.31486475372142,7.1589327471070545
07137099,Siebenbach,Rheinland-Pfalz,50.37853426840509,7.038719158857191
07137105,Virneburg,Rheinland-Pfalz,50.34127980926407,7.083969784645778
07137069,Mendig,Rheinland-Pfalz,50.375471772290915,7.266036841699956
07137215,Macken,Rheinland-Pfalz,50.17598593384526,7.401772032753614
07137219,Nörtershausen,Rheinland-Pfalz,50.22949121368145,7.487485562278782
07138024,Hammerstein,Rheinland-Pfalz,50.48441947465987,7.3650242943298645
07138047,Niederbreitbach,Rheinland-Pfalz,50.52999066109307,7.426781835608598
07140007,Belg,Rheinland-Pfalz,49.983713677349066,7.311623926205034
07140028,Dickenschied,Rheinland-Pfalz,49.9028983648816,7.4223981476596474
07140071,Kludenbach,Rheinland-Pfalz,49.98547453801181,7.370893894507461
07140111,Ober Kostenz,Rheinland-Pfalz,49.955178302934925,7.348855658489251
07140011,Benzweiler,Rheinland-Pfalz,50.024927215247104,7.606702825096712
07140063,Karbach,Rheinland-Pfalz,50.15721537069599,7.620883503814726
07141110,Hainau,Rheinland-Pfalz,50.224155289923594,7.786231645451889
07141013,Biebrich,Rheinland-Pfalz,50.306242719002945,7.9554185957317705
07141065,Kaltenholzhausen,Rheinland-Pfalz,50.29215461654339,8.106635605317749
07141096,Niedertiefenbach,Rheinland-Pfalz,50.26026248995027,7.90734075737947
07143038,Hundsdorf,Rheinland-Pfalz,50.472257056396394,7.706307468764628
07143221,Ewighausen,Rheinland-Pfalz,50.53304199220027,7.8242617771577665
07143210,Bilkheim,Rheinland-Pfalz,50.49826879339072,7.95250705561478
07231502,Morbach,Rheinland-Pfalz,49.815055415176786,7.111077339039683
07231087,Monzelfeld,Rheinland-Pfalz,49.88165186271497,7.083017630007178
07232214,Dasburg,Rheinland-Pfalz,50.05390791660668,6.13985381556517
07232267,Mauel,Rheinland-Pfalz,50.06355765454048,6.394906248015818
07232285,Oberpierscheid,Rheinland-Pfalz,50.04932679493515,6.384245431360996
07232297,Reiff,Rheinland-Pfalz,50.102288293900905,6.218797902065743
07232206,Bleialf,Rheinland-Pfalz,50.24235748263033,6.283660868874108
07232207,Brandscheid,Rheinland-Pfalz,50.21460817700836,6.3072236398418395
07232272,Neuendorf,Rheinland-Pfalz,50.295180520463525,6.463594601705738
07232092,Niederweiler,Rheinland-Pfalz,50.03116091471869,6.439263587408159
07232203,Balesfeld,Rheinland-Pfalz,50.103868841706856,6.536293483140363
07232210,Burbach,Rheinland-Pfalz,50.11953377723825,6.5437278555203
07232282,Oberkail,Rheinland-Pfalz,50.054565865799354,6.678087717452513
07233008,Bleckhausen,Rheinland-Pfalz,50.122219913944775,6.782384968394771
07233046,Mückeln,Rheinland-Pfalz,50.08678730897708,6.922265860766994
07233055,Oberstadtfeld,Rheinland-Pfalz,50.17820407825092,6.7552801693703755
07233067,Steineberg,Rheinland-Pfalz,50.17835482483229,6.922144766217698
07233077,Utzerath,Rheinland-Pfalz,50.223497788430144,6.925504145623107
07233220,Kirsbach,Rheinland-Pfalz,50.32729448498358,6.996051234367339
07233004,Berlingen,Rheinland-Pfalz,50.23732937719266,6.718357861052885
07235080,Lorscheid,Rheinland-Pfalz,49.74072116458541,6.850811039839173
07235129,Sommerau,Rheinland-Pfalz,49.718247283170484,6.739970987488175
07331060,Siefersheim,Rheinland-Pfalz,49.79663198370834,7.956059604796699
07332034,Lindenberg,Rheinland-Pfalz,49.37659292255372,8.092015459344562
07332001,Altleiningen,Rheinland-Pfalz,49.49804273551188,8.072748468634105
07333502,Rockenhausen,Rheinland-Pfalz,49.62562531194869,7.836205124229433
07334034,Winden,Rheinland-Pfalz,49.095135343964536,8.118137813684056
07335025,Mehlbach,Rheinland-Pfalz,49.52442283369416,7.720982761616339
07335029,Niederkirchen,Rheinland-Pfalz,49.57263366912197,7.695645217180072
07336042,Hinzweiler,Rheinland-Pfalz,49.587643281498806,7.560545490989047
07336053,Kreimbach-Kaulbach,Rheinland-Pfalz,49.55247522153946,7.6326410298541765
07336011,Brücken (Pfalz),Rheinland-Pfalz,49.42837284289975,7.362147465680192
07337049,Klingenmünster,Rheinland-Pfalz,49.14312693082858,8.000959962180362
07337044,Insheim,Rheinland-Pfalz,49.15479293991861,8.159853429976996
07339030,Ingelheim am Rhein,Rheinland-Pfalz,49.97822981508039,8.07984837310034
07339044,Oberdiebach,Rheinland-Pfalz,50.02698435980296,7.76310799374698
07339062,Waldalgesheim,Rheinland-Pfalz,49.96216149025184,7.814933769070874
07340035,Nünschweiler,Rheinland-Pfalz,49.21811521320244,7.509157137952745
08115042,Rutesheim,Baden-Württemberg,48.81182363897083,8.932556329061068
08116037,Lichtenwald,Baden-Württemberg,48.74681022320292,9.483342521350544
08116035,Köngen,Baden-Württemberg,48.68693597825529,9.357204993915634
08118018,Gemmrigheim,Baden-Württemberg,49.02545418270414,9.167914290448179
08119004,Althütte,Baden-Württemberg,48.92894366587685,9.564424136780465
08119067,Schorndorf,Baden-Württemberg,48.79905257735519,9.529868040376337
08125007,Bad Wimpfen,Baden-Württemberg,49.22656425128924,9.148127236926442
08126028,Forchtenberg,Baden-Württemberg,49.28318196092144,9.533101957818381
08136061,Ruppertshofen,Baden-Württemberg,48.890397500068175,9.8067929555811
08215089,Walzbachtal,Baden-Württemberg,49.02091235624463,8.60175552626168
08226012,Dossenheim,Baden-Württemberg,49.451505005789315,8.679556587943328
08226059,Neulußheim,Baden-Württemberg,49.29433176215846,8.522566632033925
08226058,Neidenstein,Baden-Württemberg,49.31889735772256,8.897993484146822
08235047,Neubulach,Baden-Württemberg,48.660910115941576,8.673917184738848
08236065,Wiernsheim,Baden-Württemberg,48.8887401030241,8.873372169901188
08315133,Vogtsburg im Kaiserstuhl,Baden-Württemberg,48.090266978066964,7.636113196934798
08315064,Kirchzarten,Baden-Württemberg,47.96291817640174,7.9507098599044665
08315131,Ehrenkirchen,Baden-Württemberg,47.9088599951908,7.763994405206461
